Port/Protocol Combination Counts:

Port       Protocol   Count
43782      tcp        1    
52443      icmp       1    
39489      udp        1    
16725      udp        1    
63995      tcp        1    
48973      icmp       1    
61520      icmp       2    
47624      udp        1    
49227      tcp        1    
37441      tcp        1    
45433      tcp        2    
38964      icmp       1    
47291      icmp       1    
44476      udp        2    
49281      udp        1    
304        icmp       2    
61320      icmp       2    
39704      udp        1    
60725      tcp        2    
42069      udp        1    
30936      icmp       1    
34852      udp        1    
58377      udp        1    
7913       udp        1    
10464      udp        1    
13132      tcp        1    
35016      udp        1    
58847      icmp       2    
62532      tcp        1    
26911      icmp       1    
23966      udp        2    
52334      icmp       1    
4447       icmp       2    
61594      icmp       1    
56769      icmp       1    
958        icmp       1    
27720      tcp        1    
47350      tcp        1    
50541      icmp       1    
36198      udp        2    
54276      udp        2    
759        udp        3    
36333      udp        1    
60232      icmp       1    
37485      udp        1    
42653      icmp       1    
54284      tcp        1    
41939      tcp        1    
29624      icmp       3    
52693      udp        1    
11806      tcp        1    
60756      tcp        2    
31366      udp        1    
18563      udp        2    
376        udp        1    
45727      icmp       1    
16466      udp        2    
61958      icmp       1    
8689       udp        1    
39205      udp        2    
23753      icmp       1    
12097      icmp       2    
47674      tcp        1    
35205      tcp        1    
57905      tcp        1    
61700      icmp       2    
52761      icmp       1    
18771      udp        1    
10144      tcp        2    
26710      tcp        1    
17001      udp        2    
23295      udp        2    
40726      udp        2    
60183      udp        1    
36176      icmp       1    
10884      udp        1    
11584      icmp       3    
22702      icmp       2    
26379      icmp       1    
48314      icmp       2    
53349      icmp       1    
57465      tcp        2    
41908      icmp       1    
46511      icmp       1    
32989      icmp       1    
23136      icmp       1    
51806      tcp        2    
2770       udp        1    
34994      tcp        1    
14991      tcp        1    
47275      tcp        2    
7820       tcp        2    
13883      tcp        2    
59856      tcp        1    
30284      tcp        1    
54162      icmp       1    
26680      udp        1    
6679       udp        1    
47603      udp        1    
36534      udp        1    
36798      udp        1    
43229      tcp        1    
55527      tcp        2    
27319      icmp       2    
38027      udp        1    
7825       icmp       1    
36051      icmp       1    
41866      udp        1    
19396      udp        2    
15732      icmp       2    
25548      icmp       1    
11323      icmp       1    
475        udp        1    
45221      icmp       1    
46191      icmp       1    
25770      icmp       1    
4996       udp        1    
36015      icmp       2    
15937      udp        2    
49908      tcp        1    
58094      udp        1    
45150      tcp        1    
24966      icmp       1    
55646      tcp        1    
26801      icmp       1    
30619      udp        2    
48683      icmp       1    
58190      udp        1    
63935      udp        2    
52984      tcp        3    
6248       udp        1    
50522      icmp       1    
35962      icmp       1    
52149      tcp        1    
22787      tcp        1    
41802      tcp        1    
51069      icmp       1    
25984      udp        1    
31257      tcp        1    
27444      udp        2    
124        icmp       1    
47617      tcp        1    
20739      tcp        1    
29866      icmp       1    
30830      icmp       1    
15340      icmp       1    
5506       tcp        2    
17205      icmp       1    
17015      icmp       1    
4311       icmp       1    
31402      udp        1    
26251      tcp        3    
36707      udp        1    
11783      icmp       2    
55307      icmp       1    
29796      udp        1    
20292      icmp       2    
46369      icmp       2    
13105      udp        1    
45479      udp        1    
1502       icmp       1    
53302      icmp       1    
34251      icmp       1    
19457      icmp       1    
49418      tcp        1    
34060      icmp       3    
41155      tcp        1    
50430      tcp        1    
1285       icmp       1    
47594      udp        2    
21507      icmp       1    
60606      udp        1    
12368      icmp       1    
28544      tcp        1    
10273      tcp        1    
57599      udp        1    
41691      icmp       1    
43711      icmp       1    
35053      tcp        1    
8697       icmp       2    
50811      icmp       2    
29513      udp        2    
37821      icmp       1    
61559      icmp       1    
19754      tcp        2    
61796      udp        1    
47285      icmp       1    
51424      tcp        1    
39461      udp        3    
36742      icmp       1    
7411       tcp        1    
53139      tcp        1    
38291      icmp       1    
41079      tcp        1    
56531      tcp        1    
30784      icmp       1    
20973      tcp        2    
34401      udp        1    
35557      udp        1    
22497      tcp        1    
32796      udp        1    
33918      udp        2    
12974      tcp        2    
61001      icmp       2    
27270      udp        1    
29471      udp        2    
22131      udp        1    
10341      tcp        1    
17668      tcp        1    
59177      tcp        2    
33465      tcp        1    
12490      udp        1    
25099      udp        1    
21791      icmp       2    
30184      tcp        1    
23538      icmp       1    
14707      icmp       1    
23297      icmp       1    
23836      tcp        2    
62706      icmp       1    
64185      icmp       1    
27330      icmp       1    
48499      icmp       1    
46233      icmp       1    
65325      icmp       2    
37568      icmp       1    
43889      udp        2    
46774      tcp        1    
61542      tcp        1    
46633      udp        2    
35710      icmp       1    
26698      icmp       1    
56332      udp        1    
10548      icmp       3    
38248      icmp       1    
52819      icmp       2    
3123       icmp       3    
21268      udp        2    
4410       tcp        1    
33913      tcp        2    
60157      tcp        1    
104        icmp       1    
11597      udp        1    
36986      udp        2    
16156      tcp        1    
47443      icmp       2    
11084      udp        1    
63257      udp        2    
16741      udp        2    
48169      udp        1    
44712      udp        1    
63460      icmp       1    
35387      udp        1    
6907       udp        1    
33628      udp        1    
17629      udp        1    
38273      tcp        2    
45035      udp        1    
28049      icmp       1    
18363      tcp        3    
37955      tcp        2    
54490      icmp       2    
9915       udp        1    
22562      udp        1    
37254      udp        2    
30638      udp        1    
8648       icmp       1    
23316      icmp       1    
9265       icmp       1    
43725      tcp        1    
22652      tcp        3    
59479      tcp        1    
7380       icmp       1    
6918       icmp       2    
14086      udp        1    
55060      tcp        1    
65277      tcp        2    
8885       icmp       2    
39939      tcp        1    
37468      icmp       2    
12844      udp        1    
64726      tcp        1    
53704      udp        1    
59331      icmp       1    
59329      tcp        1    
31219      tcp        1    
45653      udp        1    
30019      tcp        1    
17040      icmp       1    
14241      udp        1    
23559      tcp        3    
60557      tcp        3    
61078      udp        1    
136        udp        1    
36362      udp        1    
4602       tcp        1    
8268       tcp        2    
26072      udp        1    
30230      udp        1    
49039      udp        1    
1462       icmp       1    
45283      tcp        1    
46216      tcp        2    
42586      icmp       1    
23299      udp        2    
16186      tcp        2    
59072      icmp       2    
54240      icmp       1    
62212      icmp       1    
55473      udp        1    
3001       tcp        1    
62419      udp        1    
31531      udp        1    
7737       icmp       2    
17384      udp        2    
1874       udp        2    
29790      icmp       3    
5183       udp        1    
10378      icmp       2    
23470      udp        1    
49411      icmp       1    
29280      udp        1    
31361      udp        3    
7048       icmp       1    
58699      tcp        1    
39950      udp        1    
52304      icmp       1    
36255      udp        1    
16201      tcp        1    
63097      icmp       1    
6615       udp        1    
34598      icmp       1    
18637      icmp       1    
15047      icmp       1    
43708      udp        1    
62833      udp        2    
63589      udp        1    
23934      udp        1    
16952      udp        1    
6507       icmp       1    
8744       tcp        2    
22675      udp        1    
46895      icmp       1    
46418      icmp       1    
41865      icmp       1    
17308      icmp       1    
33990      tcp        1    
23385      tcp        1    
37572      udp        1    
17048      udp        3    
34798      icmp       1    
46740      tcp        1    
50603      icmp       1    
40324      tcp        1    
5256       udp        1    
27732      tcp        1    
16230      icmp       1    
36534      tcp        1    
14496      udp        1    
11844      udp        1    
44873      icmp       2    
1557       tcp        1    
61169      tcp        1    
38612      tcp        1    
18332      icmp       1    
14032      udp        2    
16921      icmp       1    
64270      tcp        2    
33753      tcp        1    
56971      icmp       1    
50847      icmp       1    
27994      icmp       1    
60560      icmp       1    
46317      tcp        2    
52915      udp        1    
24947      tcp        1    
17694      udp        1    
31447      udp        1    
5663       tcp        1    
52891      icmp       1    
23474      tcp        2    
11898      udp        1    
30456      udp        1    
7981       udp        1    
54504      icmp       1    
51237      tcp        1    
7541       icmp       1    
37447      udp        1    
36981      icmp       2    
29572      icmp       1    
50435      tcp        2    
22910      udp        1    
53326      udp        1    
63671      udp        2    
12321      icmp       1    
3055       udp        1    
28952      tcp        1    
51196      udp        3    
30020      udp        1    
23128      udp        1    
12972      icmp       1    
25222      udp        1    
59452      tcp        2    
18070      tcp        1    
27551      icmp       1    
38103      icmp       1    
868        icmp       1    
39638      tcp        1    
49854      udp        3    
18964      icmp       1    
38155      udp        1    
34377      icmp       1    
18936      tcp        1    
26523      icmp       2    
36123      icmp       2    
31202      icmp       1    
39212      tcp        2    
44160      udp        1    
27683      udp        1    
24061      icmp       4    
15461      icmp       1    
61433      icmp       1    
59987      icmp       2    
16653      icmp       1    
12572      icmp       1    
6323       tcp        1    
63351      tcp        1    
48573      icmp       1    
48855      udp        1    
13659      tcp        1    
17126      tcp        2    
26104      udp        1    
2331       icmp       1    
10252      udp        1    
41632      udp        2    
10908      icmp       1    
55550      icmp       3    
27701      tcp        1    
13400      icmp       2    
52281      tcp        2    
58746      icmp       1    
28927      tcp        2    
23214      icmp       1    
16585      udp        1    
59675      tcp        1    
23008      icmp       2    
21113      udp        1    
32490      tcp        2    
25740      tcp        2    
28902      udp        3    
41310      udp        1    
38318      tcp        1    
19140      udp        1    
40747      icmp       2    
47797      udp        2    
49696      tcp        3    
58951      icmp       1    
31779      tcp        1    
34162      udp        1    
35439      tcp        1    
53835      udp        1    
44775      icmp       1    
47492      udp        2    
53830      icmp       1    
30080      udp        2    
31534      icmp       2    
61683      icmp       1    
16188      tcp        1    
30673      udp        1    
13677      udp        1    
49460      udp        1    
12129      icmp       1    
46960      udp        1    
32257      tcp        2    
23770      icmp       1    
53968      udp        1    
63095      icmp       2    
44894      tcp        1    
2266       udp        1    
8010       icmp       1    
16674      tcp        1    
58037      udp        1    
60712      udp        2    
47137      tcp        3    
65424      icmp       1    
1841       icmp       3    
18490      udp        1    
9379       tcp        1    
48937      tcp        1    
43588      tcp        1    
27661      udp        1    
65346      tcp        1    
59697      icmp       1    
30470      udp        1    
21308      icmp       1    
16642      icmp       1    
43599      icmp       1    
5937       udp        1    
45368      udp        2    
18187      udp        1    
19273      tcp        1    
5957       udp        1    
28935      tcp        3    
34060      udp        3    
21683      icmp       1    
64987      udp        1    
11087      tcp        1    
18647      icmp       1    
60926      tcp        1    
2898       icmp       1    
32758      tcp        1    
16783      icmp       1    
62778      udp        2    
56850      udp        1    
1740       tcp        1    
38401      udp        2    
48891      udp        1    
53510      tcp        1    
13653      icmp       1    
15557      tcp        1    
27062      udp        1    
62883      tcp        1    
65108      tcp        1    
49175      udp        1    
16614      tcp        1    
1900       tcp        1    
46881      icmp       1    
36740      tcp        1    
32279      tcp        1    
3421       icmp       2    
51229      icmp       2    
63283      icmp       1    
40660      icmp       1    
35617      icmp       2    
11396      icmp       1    
4467       tcp        1    
9660       icmp       1    
3321       udp        1    
25425      tcp        1    
14246      tcp        2    
61457      udp        1    
10596      udp        1    
17179      icmp       1    
49697      udp        2    
28825      icmp       1    
50505      icmp       1    
14170      udp        1    
36952      icmp       2    
60703      icmp       1    
42562      udp        2    
59265      udp        1    
54905      tcp        1    
22444      udp        3    
63303      udp        1    
40249      udp        1    
50825      icmp       2    
20499      udp        3    
34944      icmp       1    
11245      icmp       1    
25094      udp        2    
47930      icmp       2    
8588       udp        2    
28749      icmp       1    
46683      udp        1    
45492      icmp       2    
59685      icmp       1    
11344      udp        2    
420        tcp        1    
3803       tcp        1    
61471      tcp        2    
48021      icmp       2    
40375      tcp        1    
7500       udp        1    
62816      icmp       1    
36622      icmp       1    
60773      udp        1    
48051      udp        1    
54254      tcp        1    
14493      icmp       1    
22011      tcp        1    
21424      udp        1    
55819      udp        1    
56812      tcp        2    
51671      tcp        1    
36036      tcp        2    
42332      udp        2    
48123      icmp       2    
62234      udp        1    
36493      tcp        1    
65266      icmp       1    
49709      tcp        1    
30183      icmp       2    
61260      tcp        1    
30986      udp        1    
59403      tcp        2    
30829      udp        1    
8184       tcp        2    
10597      udp        3    
45769      udp        2    
10904      tcp        1    
32071      udp        1    
60790      tcp        2    
18585      icmp       1    
28783      icmp       2    
57280      tcp        2    
13044      tcp        1    
52583      udp        2    
63804      udp        1    
38340      icmp       1    
35193      udp        1    
56824      icmp       2    
3724       tcp        1    
27015      udp        1    
57318      tcp        1    
58929      udp        1    
60488      icmp       1    
21681      udp        2    
47526      udp        1    
4162       udp        1    
40072      udp        1    
21583      icmp       1    
36334      udp        1    
52590      tcp        1    
15978      tcp        3    
19571      udp        2    
35592      tcp        1    
14344      icmp       1    
7089       udp        3    
50180      icmp       3    
21894      udp        1    
45329      tcp        1    
34658      icmp       1    
64220      icmp       1    
13727      udp        1    
25177      udp        2    
63665      udp        1    
65132      udp        2    
55943      udp        2    
36735      udp        1    
3136       icmp       3    
2265       tcp        2    
59040      udp        1    
21944      tcp        1    
33286      tcp        3    
33547      udp        2    
30829      tcp        1    
13104      udp        1    
10519      udp        2    
58122      udp        3    
7166       icmp       1    
31827      udp        1    
64647      udp        1    
14635      udp        1    
29053      icmp       2    
61674      tcp        2    
58787      tcp        1    
24125      tcp        1    
35066      tcp        1    
19549      udp        1    
7336       udp        1    
62843      tcp        1    
19008      udp        1    
33442      tcp        1    
20149      tcp        1    
42241      icmp       1    
5653       udp        2    
41624      udp        2    
4394       udp        1    
1275       udp        2    
55324      tcp        2    
61837      tcp        1    
39660      tcp        1    
3510       udp        1    
44796      udp        2    
26238      icmp       1    
5408       icmp       1    
30550      udp        1    
2005       icmp       2    
21787      tcp        4    
18025      tcp        2    
33967      tcp        4    
32085      udp        1    
15898      icmp       1    
18834      icmp       2    
23284      icmp       2    
3202       udp        1    
54734      icmp       2    
6968       tcp        1    
6477       udp        2    
57786      tcp        1    
11330      icmp       1    
43816      udp        1    
8274       udp        1    
51320      tcp        1    
23757      udp        1    
22878      icmp       1    
27436      udp        1    
30311      icmp       1    
56631      icmp       2    
16962      icmp       1    
52986      tcp        1    
43940      udp        1    
57411      tcp        1    
56218      udp        1    
47306      tcp        1    
36495      tcp        1    
21255      icmp       2    
5339       udp        1    
48124      udp        1    
53415      tcp        1    
26235      icmp       1    
15053      udp        1    
23510      udp        1    
37229      udp        1    
52215      icmp       1    
45377      udp        1    
44424      tcp        1    
13439      icmp       1    
15429      icmp       1    
10423      tcp        1    
13316      tcp        1    
33446      icmp       1    
4731       udp        1    
55040      icmp       1    
43643      tcp        1    
43409      tcp        1    
62565      icmp       1    
4486       tcp        1    
47215      tcp        1    
41292      icmp       1    
53100      udp        1    
38537      udp        1    
24926      tcp        1    
40691      udp        1    
34389      icmp       2    
92         tcp        1    
34167      tcp        1    
9922       tcp        1    
56794      icmp       1    
44474      icmp       1    
37414      udp        1    
22073      tcp        1    
6236       icmp       1    
19070      icmp       1    
48294      tcp        3    
40234      tcp        1    
5768       icmp       1    
49755      tcp        1    
56105      icmp       1    
59047      icmp       3    
65214      udp        2    
2233       icmp       1    
9466       tcp        1    
27487      tcp        1    
50353      udp        1    
18455      tcp        2    
21146      udp        1    
13743      tcp        1    
64125      tcp        1    
169        icmp       1    
19321      udp        3    
41759      icmp       1    
39571      udp        1    
24168      tcp        2    
34115      tcp        1    
35251      tcp        1    
37481      tcp        2    
21175      tcp        2    
34197      tcp        1    
193        tcp        1    
9304       icmp       1    
37629      icmp       1    
59166      icmp       1    
18785      udp        1    
12794      icmp       2    
18258      tcp        1    
53137      tcp        2    
10292      icmp       1    
12861      tcp        1    
17289      udp        1    
59317      icmp       1    
13609      tcp        1    
60779      udp        1    
38890      udp        2    
31509      udp        1    
51689      tcp        2    
21835      icmp       1    
61983      icmp       1    
64275      udp        1    
28338      icmp       2    
14048      udp        2    
38901      tcp        1    
1343       icmp       2    
27482      tcp        1    
21400      udp        1    
59897      udp        1    
25095      tcp        2    
60397      tcp        2    
64382      icmp       2    
35900      icmp       2    
55366      udp        2    
64565      tcp        2    
63388      tcp        2    
58136      udp        1    
11386      tcp        1    
20253      tcp        1    
36927      tcp        1    
64387      udp        1    
40023      tcp        1    
18475      icmp       2    
52911      icmp       1    
56362      udp        2    
3561       tcp        1    
21437      udp        1    
1103       icmp       1    
20668      icmp       1    
5542       udp        1    
38822      icmp       1    
11210      tcp        1    
35930      udp        1    
24440      tcp        1    
41984      udp        1    
1939       tcp        1    
51587      tcp        1    
40225      tcp        2    
38526      icmp       2    
25879      tcp        1    
1284       icmp       1    
56125      udp        1    
52599      icmp       2    
54586      udp        1    
11883      udp        1    
51260      tcp        1    
20617      tcp        1    
46705      icmp       1    
48874      icmp       1    
43353      icmp       1    
64180      icmp       2    
34470      icmp       1    
41923      udp        1    
21038      tcp        1    
20136      icmp       1    
43728      icmp       1    
28210      udp        1    
15110      icmp       1    
59774      tcp        1    
21641      udp        3    
63082      udp        1    
62937      udp        1    
9451       icmp       2    
21812      tcp        3    
34335      icmp       2    
24775      tcp        2    
15180      udp        1    
34334      tcp        1    
43738      tcp        1    
32007      icmp       2    
31970      tcp        1    
48785      tcp        1    
15396      icmp       2    
60677      udp        2    
22510      tcp        1    
7331       udp        1    
51016      tcp        1    
35624      udp        1    
1449       icmp       1    
56148      icmp       1    
29433      icmp       3    
27749      tcp        3    
58174      tcp        1    
25697      tcp        1    
55636      udp        1    
34809      tcp        1    
18075      tcp        1    
50703      tcp        1    
30588      udp        1    
30159      udp        1    
32800      icmp       2    
34314      icmp       4    
19268      tcp        1    
33477      udp        1    
57440      udp        1    
15363      icmp       2    
7628       icmp       1    
64848      icmp       2    
8312       icmp       1    
55687      icmp       2    
32108      icmp       2    
59856      icmp       2    
25613      udp        1    
61929      tcp        1    
60288      icmp       2    
10281      icmp       1    
12715      udp        2    
27300      icmp       1    
10031      udp        1    
49832      tcp        1    
6674       udp        1    
26904      udp        1    
22158      udp        1    
51084      tcp        1    
23609      udp        1    
59082      udp        1    
58372      udp        2    
4571       tcp        1    
55775      icmp       2    
31832      icmp       2    
3877       icmp       1    
27837      icmp       1    
13168      tcp        1    
47110      udp        3    
5553       udp        1    
7222       tcp        1    
30139      tcp        2    
30258      udp        1    
28134      udp        1    
45234      tcp        1    
50280      udp        1    
16999      icmp       1    
38717      udp        1    
15131      udp        3    
62313      icmp       1    
3547       tcp        2    
28266      icmp       1    
10132      icmp       1    
65240      udp        1    
65168      udp        1    
33280      tcp        1    
42284      icmp       1    
49615      tcp        1    
36002      icmp       1    
52846      udp        1    
28645      tcp        3    
25712      tcp        3    
49602      tcp        1    
17526      tcp        2    
16114      icmp       1    
3394       udp        1    
62219      tcp        1    
4950       icmp       1    
6813       udp        1    
62737      icmp       1    
49243      icmp       2    
57889      tcp        2    
64260      tcp        1    
46766      icmp       1    
33135      tcp        1    
11322      udp        1    
418        tcp        2    
18878      tcp        1    
50707      udp        1    
38510      udp        2    
41787      udp        1    
30300      tcp        3    
711        icmp       1    
57723      icmp       2    
55         icmp       1    
12685      icmp       1    
6553       udp        1    
42505      udp        1    
2586       tcp        1    
3578       icmp       1    
20217      tcp        1    
4664       tcp        1    
32490      icmp       2    
32029      icmp       2    
51913      icmp       1    
46589      icmp       1    
5207       tcp        1    
9616       icmp       1    
23228      udp        3    
31029      tcp        1    
53923      icmp       2    
37808      tcp        1    
36383      udp        1    
1762       tcp        1    
23610      udp        1    
48539      icmp       1    
45525      icmp       1    
47474      tcp        1    
6223       udp        1    
6702       icmp       1    
17094      icmp       2    
41137      icmp       1    
64138      icmp       1    
4367       udp        1    
17310      udp        1    
14942      icmp       1    
32250      udp        2    
9354       tcp        1    
1803       icmp       1    
20254      tcp        2    
9116       tcp        1    
56095      icmp       1    
36676      udp        1    
46671      icmp       2    
60511      udp        1    
40630      tcp        1    
13370      tcp        1    
215        tcp        3    
53898      udp        2    
56520      udp        1    
31345      tcp        1    
61900      icmp       1    
44579      tcp        1    
45663      tcp        1    
25165      udp        2    
17895      tcp        1    
3384       icmp       1    
26866      udp        1    
46922      udp        1    
1429       icmp       2    
40274      tcp        1    
56497      tcp        2    
12017      tcp        1    
60893      icmp       1    
64244      tcp        1    
35982      tcp        1    
5249       icmp       2    
541        tcp        1    
36734      icmp       2    
57480      udp        2    
43078      udp        1    
28409      tcp        1    
39203      udp        1    
43112      tcp        1    
24946      icmp       2    
1895       tcp        2    
19499      udp        1    
53712      udp        2    
23687      udp        2    
32018      udp        1    
55918      tcp        1    
45796      tcp        1    
61412      tcp        1    
7924       icmp       2    
39789      tcp        1    
41131      icmp       1    
12900      udp        1    
39221      icmp       1    
10898      udp        1    
16192      tcp        1    
48652      udp        1    
61594      tcp        1    
21812      icmp       3    
22114      icmp       1    
64399      tcp        1    
41328      tcp        1    
18995      icmp       1    
49194      tcp        2    
15411      udp        2    
1264       icmp       2    
11848      udp        1    
16028      icmp       1    
63879      udp        1    
47984      udp        1    
25151      tcp        2    
15121      tcp        1    
28447      udp        1    
27353      tcp        2    
45671      udp        2    
65322      udp        2    
30923      icmp       2    
9050       tcp        2    
19207      udp        1    
39099      udp        1    
9582       udp        1    
59189      icmp       1    
33684      icmp       1    
46675      tcp        1    
38080      icmp       2    
905        udp        1    
18100      udp        1    
27781      udp        1    
41799      icmp       1    
21585      tcp        2    
50348      icmp       1    
9975       udp        1    
54977      tcp        1    
42933      icmp       3    
49116      icmp       1    
8913       tcp        1    
23086      tcp        1    
26038      udp        1    
22055      udp        1    
14980      tcp        3    
37615      tcp        1    
24621      udp        1    
3106       tcp        1    
53247      udp        1    
50814      udp        2    
23270      icmp       1    
44745      icmp       1    
15433      udp        1    
28114      udp        1    
7136       icmp       1    
24134      tcp        2    
15663      icmp       2    
15642      udp        1    
48160      tcp        1    
1776       udp        2    
46611      tcp        1    
46243      icmp       1    
55249      tcp        1    
25432      tcp        4    
33518      tcp        1    
16834      udp        2    
41675      tcp        1    
3843       tcp        1    
12988      tcp        1    
6131       icmp       2    
39131      icmp       1    
38751      tcp        2    
11723      tcp        1    
20141      udp        2    
29875      udp        1    
23600      udp        1    
15899      udp        1    
34750      icmp       1    
63852      icmp       1    
52909      tcp        1    
53038      udp        2    
27758      icmp       2    
53526      udp        1    
52539      icmp       1    
44364      icmp       1    
60766      tcp        1    
38618      tcp        2    
52774      udp        1    
47565      icmp       1    
45194      tcp        2    
60839      icmp       2    
20416      icmp       1    
13522      icmp       1    
63089      tcp        1    
48022      udp        2    
58793      udp        1    
15843      icmp       1    
25238      icmp       1    
22424      tcp        2    
7935       udp        1    
59487      udp        1    
58930      udp        1    
53762      icmp       2    
4214       tcp        1    
14482      udp        2    
8677       udp        1    
55731      icmp       1    
20892      udp        2    
39166      udp        1    
33707      udp        1    
28440      udp        1    
54841      udp        1    
23006      icmp       2    
21434      udp        1    
45202      udp        1    
32273      icmp       1    
55097      icmp       1    
41005      udp        2    
25833      icmp       1    
9449       icmp       1    
15089      udp        1    
45619      icmp       1    
56705      tcp        1    
17749      udp        1    
45418      tcp        3    
63820      tcp        1    
32811      icmp       1    
13406      udp        1    
15364      udp        1    
61035      udp        1    
30633      icmp       1    
35841      udp        2    
61383      tcp        1    
17688      tcp        1    
57163      icmp       1    
25467      udp        1    
126        icmp       1    
26715      tcp        2    
33452      tcp        1    
39994      tcp        2    
56176      udp        1    
18392      icmp       1    
1684       udp        2    
15864      udp        2    
50297      udp        2    
49612      tcp        1    
38735      tcp        1    
24879      icmp       1    
30728      tcp        2    
493        udp        1    
5737       udp        1    
18785      tcp        1    
8002       tcp        1    
58320      icmp       1    
25626      tcp        2    
14051      icmp       1    
38308      tcp        1    
32235      udp        1    
51153      udp        1    
42166      udp        1    
43726      udp        1    
12555      tcp        1    
54576      udp        1    
60934      icmp       2    
42126      icmp       1    
29833      udp        1    
43822      tcp        1    
48941      icmp       1    
49137      tcp        1    
55536      tcp        1    
13192      tcp        2    
57346      udp        1    
49957      udp        1    
2316       udp        1    
57693      udp        2    
7684       udp        2    
14226      tcp        1    
58716      udp        1    
50235      tcp        2    
43573      icmp       2    
21133      tcp        2    
38482      udp        1    
63370      udp        1    
37073      icmp       1    
6651       tcp        1    
15761      icmp       3    
6747       tcp        2    
47089      icmp       1    
11797      udp        1    
741        udp        3    
56181      icmp       2    
28763      icmp       1    
3632       udp        1    
64578      icmp       2    
52805      tcp        1    
28364      udp        2    
11747      udp        2    
46112      udp        2    
22715      icmp       1    
54156      icmp       1    
48739      icmp       1    
2951       tcp        1    
30863      udp        2    
65382      tcp        1    
22672      tcp        2    
52655      udp        1    
8684       icmp       1    
45448      udp        1    
25931      tcp        3    
759        icmp       1    
37884      icmp       1    
54204      icmp       1    
9652       udp        1    
8086       udp        1    
58794      udp        2    
29072      icmp       1    
1311       tcp        2    
6468       udp        2    
29484      icmp       2    
27018      icmp       2    
41603      udp        1    
33101      icmp       1    
33116      icmp       1    
55948      udp        1    
51299      tcp        2    
48332      icmp       1    
55923      udp        2    
21348      tcp        2    
4517       udp        1    
46869      tcp        1    
1552       udp        2    
6969       icmp       1    
334        tcp        1    
31285      tcp        1    
13457      udp        1    
42920      icmp       1    
16842      icmp       1    
57540      icmp       1    
47986      icmp       2    
64601      tcp        1    
32115      icmp       2    
19748      tcp        1    
5187       udp        1    
36084      udp        1    
29226      icmp       1    
4309       icmp       1    
63252      icmp       1    
4703       udp        1    
20440      icmp       1    
57099      udp        1    
61834      udp        3    
9193       udp        2    
51516      icmp       2    
6316       tcp        1    
16926      icmp       1    
45679      icmp       1    
42826      udp        2    
53715      icmp       1    
15029      udp        1    
3521       icmp       1    
54001      tcp        1    
46798      tcp        1    
17313      icmp       1    
45083      tcp        2    
25767      icmp       1    
11235      udp        1    
35899      tcp        1    
14231      udp        1    
19890      udp        1    
32630      tcp        2    
25771      udp        2    
12121      icmp       1    
10524      udp        1    
41620      tcp        2    
63695      icmp       1    
5590       udp        1    
32040      icmp       1    
43741      udp        2    
56167      icmp       1    
42271      tcp        1    
28837      tcp        1    
5029       tcp        1    
196        icmp       1    
47672      tcp        2    
22617      icmp       1    
52909      udp        1    
59511      icmp       1    
36906      udp        1    
26795      icmp       1    
21499      icmp       1    
23511      icmp       1    
15666      udp        1    
5998       tcp        1    
52241      tcp        1    
52678      tcp        1    
28297      icmp       1    
45380      tcp        2    
41006      icmp       1    
33434      icmp       1    
57155      icmp       1    
5324       udp        1    
36832      udp        1    
6557       icmp       1    
60437      tcp        1    
35322      tcp        1    
32004      icmp       2    
35198      icmp       2    
16966      udp        1    
17256      tcp        1    
55535      icmp       1    
59005      icmp       1    
31244      udp        1    
30172      tcp        1    
59683      icmp       1    
56254      icmp       1    
52030      icmp       1    
18283      icmp       1    
47999      udp        1    
30447      icmp       1    
16397      icmp       1    
15765      icmp       1    
60815      udp        1    
64034      udp        2    
36656      udp        1    
34995      tcp        2    
57973      tcp        1    
37696      udp        1    
53597      udp        1    
32231      udp        2    
15177      udp        2    
47552      icmp       1    
9984       tcp        1    
24867      tcp        1    
19897      tcp        2    
16383      udp        2    
33794      udp        1    
39867      icmp       2    
20134      udp        1    
59186      udp        1    
14724      tcp        2    
64688      udp        1    
49291      udp        1    
27084      udp        2    
58126      tcp        1    
54669      tcp        1    
1963       tcp        1    
8582       icmp       2    
53131      udp        1    
24296      icmp       3    
50455      tcp        1    
47496      icmp       2    
305        tcp        2    
62521      icmp       1    
19216      tcp        2    
11413      tcp        1    
32372      icmp       1    
47791      tcp        2    
58507      udp        1    
56089      udp        2    
62014      tcp        1    
20699      udp        1    
23933      icmp       1    
24964      udp        1    
18429      icmp       1    
4594       udp        1    
3740       icmp       1    
54949      icmp       2    
43302      tcp        2    
52307      icmp       1    
15228      icmp       1    
21698      udp        1    
59703      icmp       2    
25388      tcp        2    
21205      icmp       1    
50333      tcp        1    
31140      udp        1    
39510      tcp        1    
50117      tcp        1    
4010       icmp       1    
16435      tcp        2    
38971      udp        1    
25591      icmp       2    
53672      udp        1    
17294      udp        1    
37668      tcp        1    
1869       tcp        1    
7051       icmp       2    
63497      udp        1    
44730      tcp        1    
21012      icmp       2    
60152      tcp        1    
32922      udp        2    
16525      icmp       2    
684        icmp       1    
59374      tcp        1    
29497      tcp        2    
23428      udp        1    
45659      udp        1    
33440      icmp       1    
8578       udp        1    
54617      icmp       1    
16157      udp        2    
45897      icmp       1    
58838      icmp       2    
41196      udp        2    
17647      udp        1    
58010      icmp       1    
36018      tcp        1    
11883      tcp        1    
