dstport,protocol,tag
39867,tcp,sv_P5
44395,icmp,sv_P3
51884,tcp,sv_P2
36078,tcp,sv_P4
27537,icmp,sv_P1
17527,icmp,sv_P2
5530,udp,sv_P2
41810,icmp,sv_P5
11958,tcp,sv_P2
56921,tcp,sv_P4
14797,udp,sv_P5
10095,udp,sv_P1
14522,tcp,sv_P2
38003,icmp,sv_P4
8789,tcp,sv_P1
62078,icmp,sv_P1
7921,icmp,sv_P2
11952,tcp,sv_P4
41652,icmp,sv_P5
11629,icmp,sv_P3
27442,udp,sv_P5
19233,icmp,sv_P3
22940,tcp,sv_P3
59137,icmp,sv_P5
10549,icmp,sv_P2
31984,icmp,sv_P2
49753,icmp,sv_P3
57606,icmp,sv_P3
8655,tcp,sv_P2
55744,tcp,sv_P1
33638,icmp,sv_P4
8811,udp,sv_P1
29836,tcp,sv_P2
62951,tcp,sv_P4
10720,tcp,sv_P3
5134,udp,sv_P5
17042,udp,sv_P2
23748,icmp,sv_P4
16770,icmp,sv_P3
237,udp,sv_P5
7719,tcp,sv_P2
19145,udp,sv_P2
41571,tcp,sv_P1
845,icmp,sv_P2
64915,tcp,sv_P5
20527,udp,sv_P1
23114,tcp,sv_P5
153,icmp,sv_P5
56016,tcp,sv_P4
24107,tcp,sv_P1
15043,udp,sv_P4
47112,icmp,sv_P1
51504,tcp,sv_P2
52504,icmp,sv_P5
7103,tcp,sv_P1
26365,icmp,sv_P3
50857,tcp,sv_P1
28317,icmp,sv_P1
1108,udp,sv_P5
20232,icmp,sv_P3
39882,icmp,sv_P5
43664,udp,sv_P2
2833,tcp,sv_P2
65068,tcp,sv_P3
13930,tcp,sv_P3
57387,icmp,sv_P3
39849,udp,sv_P1
58897,udp,sv_P1
21090,icmp,sv_P3
25697,tcp,sv_P5
64608,udp,sv_P4
49339,icmp,sv_P2
40598,udp,sv_P5
28125,icmp,sv_P4
2720,tcp,sv_P3
21709,tcp,sv_P4
18870,udp,sv_P5
63893,tcp,sv_P4
2391,udp,sv_P2
7037,icmp,sv_P1
9817,tcp,sv_P2
64433,udp,sv_P1
39419,udp,sv_P1
31867,tcp,sv_P3
2450,tcp,sv_P2
33015,tcp,sv_P3
16245,tcp,sv_P1
33501,tcp,sv_P1
2140,udp,sv_P1
42422,icmp,sv_P3
50945,udp,sv_P2
40897,icmp,sv_P2
22628,tcp,sv_P1
18251,tcp,sv_P4
55692,icmp,sv_P3
20055,icmp,sv_P3
51422,icmp,sv_P3
1619,udp,sv_P1
24138,tcp,sv_P2
8415,tcp,sv_P2
55257,tcp,sv_P4
25873,icmp,sv_P3
31899,tcp,sv_P5
6511,icmp,sv_P2
37722,udp,sv_P5
41109,icmp,sv_P3
38920,icmp,sv_P1
60254,icmp,sv_P5
58631,icmp,sv_P4
39425,icmp,sv_P2
63508,icmp,sv_P2
42845,udp,sv_P1
58272,tcp,sv_P2
38721,udp,sv_P3
31763,icmp,sv_P2
29196,icmp,sv_P1
14356,udp,sv_P1
60929,tcp,sv_P5
64031,tcp,sv_P5
130,tcp,sv_P3
3839,udp,sv_P3
18831,udp,sv_P1
9060,udp,sv_P3
29095,icmp,sv_P4
62365,tcp,sv_P5
5299,udp,sv_P3
13686,udp,sv_P2
41524,udp,sv_P1
31869,icmp,sv_P2
28474,udp,sv_P1
48752,icmp,sv_P5
19004,udp,sv_P2
9714,icmp,sv_P4
14535,tcp,sv_P4
34877,icmp,sv_P2
2570,udp,sv_P5
14147,udp,sv_P3
49392,icmp,sv_P3
39593,icmp,sv_P3
60283,icmp,sv_P4
30393,udp,sv_P1
23749,icmp,sv_P2
56126,tcp,sv_P1
29740,udp,sv_P1
9780,udp,sv_P4
21565,tcp,sv_P3
8087,tcp,sv_P4
56884,udp,sv_P4
61618,udp,sv_P4
18338,icmp,sv_P4
47097,udp,sv_P3
41718,udp,sv_P5
51324,icmp,sv_P3
45068,tcp,sv_P4
60052,tcp,sv_P4
15092,tcp,sv_P5
39917,udp,sv_P4
45968,icmp,sv_P5
33903,icmp,sv_P1
50499,udp,sv_P3
43524,udp,sv_P2
20732,icmp,sv_P3
34222,icmp,sv_P1
30695,udp,sv_P1
5504,tcp,sv_P1
64506,tcp,sv_P5
17257,tcp,sv_P4
51426,tcp,sv_P4
24309,tcp,sv_P4
29250,udp,sv_P1
60286,icmp,sv_P2
44407,udp,sv_P4
27285,tcp,sv_P2
57101,udp,sv_P1
11223,udp,sv_P3
16296,udp,sv_P3
42093,tcp,sv_P1
53595,udp,sv_P3
63452,icmp,sv_P4
46134,tcp,sv_P5
24311,tcp,sv_P3
39929,udp,sv_P5
18983,udp,sv_P3
21306,icmp,sv_P4
1855,udp,sv_P1
65186,icmp,sv_P4
35471,tcp,sv_P4
9554,icmp,sv_P3
47438,udp,sv_P2
49978,icmp,sv_P4
44519,udp,sv_P5
8386,icmp,sv_P1
30391,udp,sv_P4
7645,icmp,sv_P2
30461,tcp,sv_P3
15974,udp,sv_P3
26384,tcp,sv_P5
56792,tcp,sv_P3
1829,udp,sv_P4
46245,icmp,sv_P2
5990,icmp,sv_P2
26172,icmp,sv_P2
10932,udp,sv_P2
5011,udp,sv_P2
6066,icmp,sv_P1
19889,udp,sv_P5
65528,tcp,sv_P5
24918,icmp,sv_P2
52505,icmp,sv_P2
3348,icmp,sv_P3
62150,udp,sv_P3
33291,tcp,sv_P2
41574,icmp,sv_P2
4163,tcp,sv_P2
43884,tcp,sv_P4
9651,icmp,sv_P2
50199,udp,sv_P5
21478,tcp,sv_P4
64175,tcp,sv_P5
49135,icmp,sv_P5
8615,icmp,sv_P2
22067,udp,sv_P4
42612,tcp,sv_P3
1219,tcp,sv_P3
10669,udp,sv_P3
25823,udp,sv_P2
20016,icmp,sv_P5
61440,icmp,sv_P5
43615,tcp,sv_P3
50634,udp,sv_P4
58456,icmp,sv_P2
19103,icmp,sv_P4
14577,icmp,sv_P3
16387,udp,sv_P5
36543,icmp,sv_P2
30884,tcp,sv_P3
53816,icmp,sv_P5
22504,tcp,sv_P2
23586,icmp,sv_P2
40394,tcp,sv_P3
11838,icmp,sv_P5
32415,icmp,sv_P5
41461,tcp,sv_P4
59273,tcp,sv_P1
53452,udp,sv_P3
51541,icmp,sv_P3
44144,icmp,sv_P5
36770,udp,sv_P4
53683,tcp,sv_P3
61680,udp,sv_P1
51224,tcp,sv_P3
36075,tcp,sv_P3
8659,icmp,sv_P4
26877,icmp,sv_P1
39429,icmp,sv_P4
65376,udp,sv_P1
31119,icmp,sv_P1
14194,icmp,sv_P1
48442,icmp,sv_P4
6111,tcp,sv_P3
27224,icmp,sv_P4
31985,tcp,sv_P1
54312,udp,sv_P2
11500,icmp,sv_P3
65380,udp,sv_P1
64355,udp,sv_P5
31,udp,sv_P5
40171,udp,sv_P1
9273,tcp,sv_P3
1479,icmp,sv_P5
41570,tcp,sv_P3
61442,tcp,sv_P1
62913,udp,sv_P2
57535,tcp,sv_P5
29027,icmp,sv_P4
36950,icmp,sv_P1
57728,udp,sv_P5
5248,tcp,sv_P4
45730,icmp,sv_P5
12228,icmp,sv_P4
28739,udp,sv_P4
22047,icmp,sv_P1
27328,udp,sv_P5
42801,udp,sv_P4
49653,icmp,sv_P2
13894,tcp,sv_P2
12783,udp,sv_P1
37968,udp,sv_P5
44555,tcp,sv_P5
62189,tcp,sv_P2
50115,udp,sv_P5
2119,udp,sv_P5
38256,tcp,sv_P1
57996,tcp,sv_P1
14367,icmp,sv_P1
38805,tcp,sv_P1
17806,udp,sv_P5
7373,udp,sv_P1
891,icmp,sv_P2
62326,udp,sv_P2
347,udp,sv_P2
58383,udp,sv_P4
61860,tcp,sv_P1
46084,icmp,sv_P1
43951,udp,sv_P1
49087,udp,sv_P5
5485,icmp,sv_P1
48688,icmp,sv_P1
45521,tcp,sv_P5
9098,icmp,sv_P5
50972,tcp,sv_P3
31432,udp,sv_P2
47364,tcp,sv_P4
30302,icmp,sv_P4
46569,tcp,sv_P5
16016,tcp,sv_P2
1080,tcp,sv_P5
7019,tcp,sv_P4
36658,icmp,sv_P2
26625,tcp,sv_P4
59035,udp,sv_P2
16367,tcp,sv_P2
6601,udp,sv_P1
57502,udp,sv_P5
39942,udp,sv_P4
57932,tcp,sv_P4
7315,icmp,sv_P5
65122,icmp,sv_P2
16846,tcp,sv_P3
50920,udp,sv_P1
17260,tcp,sv_P5
15963,tcp,sv_P4
30355,tcp,sv_P3
57825,tcp,sv_P3
49591,tcp,sv_P4
1520,tcp,sv_P5
28938,icmp,sv_P1
56796,tcp,sv_P3
61602,icmp,sv_P4
53799,icmp,sv_P1
1886,udp,sv_P3
59153,icmp,sv_P3
7666,tcp,sv_P3
32612,tcp,sv_P5
57991,udp,sv_P3
60073,tcp,sv_P4
36979,tcp,sv_P3
49603,icmp,sv_P5
44904,udp,sv_P1
28170,tcp,sv_P5
51412,tcp,sv_P3
52517,tcp,sv_P4
24616,icmp,sv_P1
12530,udp,sv_P2
1167,udp,sv_P2
31767,icmp,sv_P1
22084,icmp,sv_P3
11715,udp,sv_P4
31161,tcp,sv_P3
38472,icmp,sv_P5
17474,tcp,sv_P1
39089,icmp,sv_P2
51143,udp,sv_P1
7576,udp,sv_P3
17478,udp,sv_P3
42301,icmp,sv_P5
65120,icmp,sv_P2
3190,tcp,sv_P1
31233,tcp,sv_P2
2488,tcp,sv_P3
30423,icmp,sv_P5
48160,udp,sv_P3
35055,icmp,sv_P1
54643,icmp,sv_P2
57815,udp,sv_P3
28467,icmp,sv_P1
64104,tcp,sv_P2
25769,icmp,sv_P5
56724,tcp,sv_P4
9567,tcp,sv_P5
1089,tcp,sv_P3
23574,udp,sv_P3
47844,icmp,sv_P3
65330,icmp,sv_P3
4644,udp,sv_P4
53976,icmp,sv_P2
39926,icmp,sv_P5
39886,udp,sv_P3
47323,tcp,sv_P2
6381,icmp,sv_P2
63444,icmp,sv_P4
11998,udp,sv_P1
61653,icmp,sv_P2
50577,udp,sv_P4
1004,udp,sv_P4
55737,udp,sv_P2
28148,udp,sv_P2
53400,udp,sv_P5
37456,icmp,sv_P4
59708,udp,sv_P3
26119,tcp,sv_P1
58382,icmp,sv_P5
13947,tcp,sv_P2
11492,icmp,sv_P3
42979,udp,sv_P3
35662,icmp,sv_P3
61816,udp,sv_P5
48509,icmp,sv_P5
48983,icmp,sv_P2
3161,tcp,sv_P4
23004,tcp,sv_P5
4088,tcp,sv_P5
13434,udp,sv_P5
17987,tcp,sv_P1
54323,tcp,sv_P1
42006,udp,sv_P5
49196,tcp,sv_P2
11258,tcp,sv_P4
39571,udp,sv_P5
27176,icmp,sv_P4
51542,tcp,sv_P1
1646,udp,sv_P4
60443,udp,sv_P3
14122,tcp,sv_P3
39215,tcp,sv_P3
26467,tcp,sv_P3
25293,icmp,sv_P3
27211,udp,sv_P4
63694,tcp,sv_P1
35078,icmp,sv_P5
40888,udp,sv_P5
31348,tcp,sv_P1
39116,udp,sv_P4
16614,tcp,sv_P3
27763,udp,sv_P5
22249,tcp,sv_P2
30258,icmp,sv_P3
11720,udp,sv_P3
22441,tcp,sv_P3
34022,tcp,sv_P3
41919,udp,sv_P1
46662,udp,sv_P4
4198,udp,sv_P3
45176,tcp,sv_P1
39032,udp,sv_P1
64012,udp,sv_P5
52088,icmp,sv_P1
2388,tcp,sv_P5
21337,tcp,sv_P1
15085,icmp,sv_P5
35574,udp,sv_P5
26042,tcp,sv_P2
32503,udp,sv_P5
11913,udp,sv_P4
33797,tcp,sv_P1
61212,udp,sv_P3
45553,tcp,sv_P3
53879,udp,sv_P3
263,icmp,sv_P2
58326,udp,sv_P4
17045,udp,sv_P5
59821,icmp,sv_P3
15165,udp,sv_P3
22919,icmp,sv_P2
35472,icmp,sv_P5
5087,udp,sv_P5
16307,udp,sv_P3
3189,icmp,sv_P1
35180,icmp,sv_P3
32115,udp,sv_P5
61309,udp,sv_P3
59210,tcp,sv_P3
16825,udp,sv_P1
49192,icmp,sv_P2
23757,udp,sv_P2
36523,udp,sv_P3
14456,udp,sv_P5
2913,icmp,sv_P4
27000,tcp,sv_P5
49870,tcp,sv_P1
13110,icmp,sv_P1
26131,tcp,sv_P4
51872,icmp,sv_P4
3237,udp,sv_P1
712,udp,sv_P1
26313,tcp,sv_P3
46394,icmp,sv_P3
15342,udp,sv_P4
61233,icmp,sv_P5
36622,tcp,sv_P1
8065,udp,sv_P2
61843,tcp,sv_P3
49936,icmp,sv_P1
36543,icmp,sv_P4
6964,tcp,sv_P3
65173,icmp,sv_P2
26514,udp,sv_P2
2553,udp,sv_P5
45522,udp,sv_P2
62260,icmp,sv_P1
52396,udp,sv_P1
36874,udp,sv_P2
2807,udp,sv_P4
36384,icmp,sv_P5
26719,udp,sv_P4
24388,tcp,sv_P1
9345,icmp,sv_P2
44820,tcp,sv_P5
5334,icmp,sv_P1
19665,udp,sv_P3
50616,tcp,sv_P2
46530,tcp,sv_P2
22913,udp,sv_P5
63343,udp,sv_P5
50824,tcp,sv_P5
43210,icmp,sv_P5
55975,icmp,sv_P1
8438,udp,sv_P5
54741,tcp,sv_P1
59715,tcp,sv_P4
29560,udp,sv_P2
45079,icmp,sv_P2
38738,icmp,sv_P1
62330,tcp,sv_P4
54049,tcp,sv_P2
2815,udp,sv_P3
9379,tcp,sv_P5
39695,udp,sv_P5
20546,icmp,sv_P2
53441,udp,sv_P5
23291,tcp,sv_P2
38798,icmp,sv_P4
34502,tcp,sv_P1
34126,icmp,sv_P1
63543,icmp,sv_P3
25471,udp,sv_P3
7417,tcp,sv_P5
5738,icmp,sv_P2
60678,icmp,sv_P4
7323,udp,sv_P1
48443,udp,sv_P3
9191,tcp,sv_P1
44939,tcp,sv_P1
57118,icmp,sv_P1
62776,udp,sv_P3
57088,icmp,sv_P4
50654,tcp,sv_P3
53688,udp,sv_P5
23420,udp,sv_P3
51438,icmp,sv_P1
8483,tcp,sv_P3
24709,udp,sv_P5
53216,icmp,sv_P3
36325,udp,sv_P2
35455,udp,sv_P1
54502,icmp,sv_P5
17541,icmp,sv_P2
51530,icmp,sv_P3
65289,tcp,sv_P4
37654,icmp,sv_P1
16091,tcp,sv_P3
1719,tcp,sv_P1
40528,icmp,sv_P4
16771,tcp,sv_P2
42462,tcp,sv_P3
37854,tcp,sv_P1
9964,icmp,sv_P4
39027,udp,sv_P2
14410,tcp,sv_P5
45297,icmp,sv_P2
45386,udp,sv_P3
48051,icmp,sv_P5
11947,icmp,sv_P3
26858,udp,sv_P1
27168,udp,sv_P5
58305,tcp,sv_P2
5449,icmp,sv_P2
55001,udp,sv_P1
33815,icmp,sv_P2
31993,udp,sv_P3
15245,icmp,sv_P4
13317,udp,sv_P2
65515,tcp,sv_P3
57079,tcp,sv_P5
16748,udp,sv_P5
14478,udp,sv_P1
11241,udp,sv_P5
29092,udp,sv_P2
2526,tcp,sv_P5
50534,tcp,sv_P1
18065,udp,sv_P5
1000,icmp,sv_P3
57393,tcp,sv_P3
52036,tcp,sv_P2
12333,icmp,sv_P3
22662,udp,sv_P5
20301,icmp,sv_P5
41005,icmp,sv_P1
4251,udp,sv_P2
60035,icmp,sv_P4
59448,udp,sv_P5
21912,tcp,sv_P5
44238,tcp,sv_P4
37309,icmp,sv_P4
53322,udp,sv_P4
13973,icmp,sv_P4
59317,udp,sv_P4
47241,udp,sv_P3
40123,icmp,sv_P5
2410,tcp,sv_P5
43814,tcp,sv_P1
62851,icmp,sv_P5
21329,udp,sv_P2
36807,icmp,sv_P4
15794,udp,sv_P2
29082,udp,sv_P4
16118,icmp,sv_P4
703,tcp,sv_P3
44613,tcp,sv_P5
17114,tcp,sv_P1
35449,icmp,sv_P1
20809,tcp,sv_P4
55344,tcp,sv_P4
2027,tcp,sv_P4
57001,icmp,sv_P4
34603,icmp,sv_P1
12064,udp,sv_P1
53656,udp,sv_P1
45015,icmp,sv_P1
10543,icmp,sv_P1
19501,tcp,sv_P5
65180,tcp,sv_P4
41154,tcp,sv_P1
11714,tcp,sv_P4
44111,icmp,sv_P2
42762,udp,sv_P2
3993,tcp,sv_P2
25131,icmp,sv_P3
1415,icmp,sv_P5
59791,icmp,sv_P3
32781,icmp,sv_P4
33054,udp,sv_P1
50777,udp,sv_P3
31322,icmp,sv_P1
19360,tcp,sv_P5
41006,udp,sv_P1
25742,icmp,sv_P1
14950,tcp,sv_P5
6661,tcp,sv_P5
57856,udp,sv_P3
64117,tcp,sv_P4
60636,icmp,sv_P5
25095,udp,sv_P1
23732,tcp,sv_P1
27512,udp,sv_P2
34073,udp,sv_P5
1576,icmp,sv_P3
30613,tcp,sv_P2
39120,icmp,sv_P4
32736,udp,sv_P5
28952,tcp,sv_P4
4582,tcp,sv_P2
17932,tcp,sv_P5
55426,tcp,sv_P2
44163,icmp,sv_P1
61734,icmp,sv_P3
27836,icmp,sv_P3
7518,udp,sv_P3
27896,icmp,sv_P4
57366,udp,sv_P2
18424,tcp,sv_P1
15390,udp,sv_P2
12883,udp,sv_P2
34653,udp,sv_P3
64892,tcp,sv_P1
26522,tcp,sv_P1
38897,tcp,sv_P3
30954,udp,sv_P2
38396,tcp,sv_P2
2963,tcp,sv_P4
32501,icmp,sv_P2
38127,udp,sv_P4
1815,icmp,sv_P5
63744,icmp,sv_P3
9260,udp,sv_P2
61317,udp,sv_P1
15531,icmp,sv_P1
11860,udp,sv_P3
45178,tcp,sv_P5
23302,tcp,sv_P4
61481,icmp,sv_P2
21639,icmp,sv_P3
1345,udp,sv_P3
55368,udp,sv_P5
6007,icmp,sv_P3
63725,udp,sv_P2
41559,tcp,sv_P2
2100,icmp,sv_P5
19425,icmp,sv_P4
52743,tcp,sv_P5
4396,icmp,sv_P3
37781,tcp,sv_P3
19437,icmp,sv_P4
36603,icmp,sv_P2
64607,tcp,sv_P3
46928,icmp,sv_P2
61270,udp,sv_P1
37158,icmp,sv_P1
52272,udp,sv_P1
50461,icmp,sv_P5
8516,tcp,sv_P5
57784,tcp,sv_P4
42334,icmp,sv_P2
43220,icmp,sv_P4
13958,tcp,sv_P1
43274,udp,sv_P2
3915,udp,sv_P1
37316,tcp,sv_P5
32951,tcp,sv_P5
37930,udp,sv_P1
60456,tcp,sv_P4
57772,icmp,sv_P3
44388,tcp,sv_P1
49673,tcp,sv_P2
63591,udp,sv_P4
37219,tcp,sv_P5
48521,tcp,sv_P2
20081,icmp,sv_P1
9208,tcp,sv_P4
23676,icmp,sv_P1
37609,icmp,sv_P3
34258,udp,sv_P4
61542,udp,sv_P4
29777,udp,sv_P1
21158,icmp,sv_P2
53590,icmp,sv_P1
17870,icmp,sv_P5
37562,tcp,sv_P3
9873,udp,sv_P5
28439,icmp,sv_P4
7257,tcp,sv_P4
44363,udp,sv_P5
12513,udp,sv_P3
2411,icmp,sv_P5
45552,udp,sv_P3
36351,udp,sv_P5
49442,udp,sv_P2
17197,tcp,sv_P5
20214,tcp,sv_P5
38257,icmp,sv_P1
60877,tcp,sv_P5
18668,udp,sv_P1
52153,tcp,sv_P3
13213,tcp,sv_P5
22704,udp,sv_P5
18346,udp,sv_P5
25662,tcp,sv_P5
62764,tcp,sv_P3
11356,tcp,sv_P3
59701,tcp,sv_P5
10320,udp,sv_P5
33702,udp,sv_P1
2012,icmp,sv_P1
63470,tcp,sv_P2
21627,tcp,sv_P4
51133,icmp,sv_P3
13896,udp,sv_P5
30672,icmp,sv_P1
13116,udp,sv_P4
59580,udp,sv_P2
61017,icmp,sv_P4
42395,tcp,sv_P3
35958,udp,sv_P2
25347,udp,sv_P2
65096,tcp,sv_P1
5227,udp,sv_P5
3328,udp,sv_P3
41221,udp,sv_P2
19590,udp,sv_P5
64905,icmp,sv_P5
55264,udp,sv_P2
23115,icmp,sv_P2
19153,udp,sv_P4
55773,tcp,sv_P3
22455,tcp,sv_P1
55686,udp,sv_P1
28047,tcp,sv_P1
6985,icmp,sv_P1
24695,icmp,sv_P3
3521,tcp,sv_P4
8526,icmp,sv_P5
25983,icmp,sv_P3
1935,udp,sv_P1
64040,tcp,sv_P2
28851,tcp,sv_P2
30752,tcp,sv_P5
60954,icmp,sv_P5
58900,udp,sv_P2
52234,tcp,sv_P4
50152,icmp,sv_P4
52922,tcp,sv_P5
59318,icmp,sv_P5
3792,udp,sv_P2
2082,tcp,sv_P3
16010,icmp,sv_P3
16003,udp,sv_P1
44014,udp,sv_P4
29856,tcp,sv_P4
8325,tcp,sv_P5
4029,udp,sv_P1
14579,tcp,sv_P3
33357,tcp,sv_P1
23128,icmp,sv_P3
56070,udp,sv_P4
13300,udp,sv_P2
59214,icmp,sv_P3
44712,tcp,sv_P4
38039,tcp,sv_P3
65092,udp,sv_P5
39725,icmp,sv_P1
6528,tcp,sv_P4
26347,tcp,sv_P4
61041,tcp,sv_P4
58532,tcp,sv_P1
63673,udp,sv_P5
41322,icmp,sv_P2
33609,tcp,sv_P5
27952,icmp,sv_P3
21830,udp,sv_P2
24070,udp,sv_P1
39163,icmp,sv_P2
9747,udp,sv_P1
13177,icmp,sv_P2
8415,icmp,sv_P3
22889,udp,sv_P1
6244,tcp,sv_P2
41934,udp,sv_P2
28845,icmp,sv_P2
11958,icmp,sv_P3
7624,tcp,sv_P3
23269,udp,sv_P2
21925,udp,sv_P1
64054,udp,sv_P5
17572,icmp,sv_P2
28346,udp,sv_P4
50266,tcp,sv_P2
35834,tcp,sv_P4
53764,tcp,sv_P2
46267,tcp,sv_P5
29586,icmp,sv_P5
17896,udp,sv_P4
10511,tcp,sv_P5
16303,tcp,sv_P3
13788,udp,sv_P5
3588,udp,sv_P2
38414,tcp,sv_P4
323,icmp,sv_P4
41387,icmp,sv_P5
20260,udp,sv_P3
38697,udp,sv_P3
48296,icmp,sv_P4
11793,udp,sv_P4
41989,icmp,sv_P5
25666,icmp,sv_P5
8466,udp,sv_P2
340,icmp,sv_P4
36395,udp,sv_P3
60280,icmp,sv_P2
22233,icmp,sv_P5
35020,icmp,sv_P3
61727,udp,sv_P2
20305,udp,sv_P5
58210,udp,sv_P4
18227,udp,sv_P4
34080,tcp,sv_P1
34900,icmp,sv_P4
54735,tcp,sv_P3
36717,udp,sv_P1
36521,icmp,sv_P5
43763,icmp,sv_P2
59820,tcp,sv_P1
36440,tcp,sv_P2
37494,icmp,sv_P2
40706,udp,sv_P4
9260,icmp,sv_P4
45826,tcp,sv_P1
38629,icmp,sv_P1
4528,tcp,sv_P2
59444,icmp,sv_P2
12581,tcp,sv_P3
11102,tcp,sv_P3
17083,icmp,sv_P4
4974,icmp,sv_P4
10307,icmp,sv_P4
14028,icmp,sv_P5
61991,tcp,sv_P1
16445,icmp,sv_P2
17406,tcp,sv_P1
20725,tcp,sv_P1
44967,udp,sv_P3
46313,tcp,sv_P2
58779,tcp,sv_P1
7832,udp,sv_P4
9471,udp,sv_P3
30014,tcp,sv_P5
23076,icmp,sv_P4
61489,udp,sv_P3
10737,tcp,sv_P4
44973,tcp,sv_P2
55088,udp,sv_P3
37782,tcp,sv_P1
59228,udp,sv_P1
9732,icmp,sv_P2
3192,icmp,sv_P2
15091,tcp,sv_P2
18554,udp,sv_P1
54080,icmp,sv_P5
21664,udp,sv_P1
17969,icmp,sv_P1
25882,udp,sv_P1
28480,icmp,sv_P5
45453,icmp,sv_P2
22850,icmp,sv_P5
57161,icmp,sv_P5
11916,icmp,sv_P1
50830,tcp,sv_P1
56062,tcp,sv_P3
12676,tcp,sv_P2
40013,tcp,sv_P3
61172,tcp,sv_P1
62863,icmp,sv_P4
56101,udp,sv_P1
19179,tcp,sv_P1
61306,udp,sv_P5
63649,icmp,sv_P4
44929,udp,sv_P3
54076,udp,sv_P1
35937,udp,sv_P2
15338,tcp,sv_P3
44015,icmp,sv_P3
57997,udp,sv_P2
22584,icmp,sv_P1
2267,icmp,sv_P5
307,icmp,sv_P5
53376,udp,sv_P2
30656,udp,sv_P3
61800,icmp,sv_P2
28066,udp,sv_P5
44565,tcp,sv_P4
51463,icmp,sv_P4
41999,tcp,sv_P3
55894,icmp,sv_P4
63767,icmp,sv_P1
10066,tcp,sv_P2
44427,icmp,sv_P1
44325,udp,sv_P5
31560,tcp,sv_P1
54715,udp,sv_P5
33719,tcp,sv_P5
60214,tcp,sv_P2
14566,tcp,sv_P2
14753,udp,sv_P1
54680,tcp,sv_P3
29800,icmp,sv_P5
4273,icmp,sv_P1
15277,icmp,sv_P5
63095,udp,sv_P4
10811,tcp,sv_P2
59002,udp,sv_P4
19308,tcp,sv_P3
7266,icmp,sv_P1
31594,icmp,sv_P4
27909,icmp,sv_P1
35940,udp,sv_P4
34502,tcp,sv_P1
29855,icmp,sv_P5
9584,udp,sv_P3
9977,icmp,sv_P5
36079,icmp,sv_P1
50222,udp,sv_P5
62553,tcp,sv_P2
58382,icmp,sv_P2
7630,icmp,sv_P2
13155,tcp,sv_P4
29965,tcp,sv_P3
42333,icmp,sv_P5
6794,icmp,sv_P4
60489,tcp,sv_P2
22009,udp,sv_P2
16396,udp,sv_P1
33597,icmp,sv_P5
30470,icmp,sv_P2
38374,udp,sv_P4
52032,tcp,sv_P2
12722,tcp,sv_P5
59907,icmp,sv_P5
21174,tcp,sv_P4
45805,udp,sv_P4
22650,tcp,sv_P2
47058,icmp,sv_P1
3111,icmp,sv_P4
23955,udp,sv_P5
58281,udp,sv_P4
11386,udp,sv_P2
53633,icmp,sv_P1
60633,udp,sv_P2
317,icmp,sv_P2
55196,udp,sv_P4
1555,udp,sv_P5
10073,icmp,sv_P2
23151,tcp,sv_P4
61804,udp,sv_P5
32331,tcp,sv_P1
24297,icmp,sv_P1
37371,udp,sv_P4
22715,icmp,sv_P2
56609,udp,sv_P1
12397,icmp,sv_P3
1454,tcp,sv_P4
63322,tcp,sv_P4
59079,tcp,sv_P5
40972,icmp,sv_P1
11223,udp,sv_P1
30399,icmp,sv_P5
32797,tcp,sv_P2
55510,udp,sv_P2
11553,tcp,sv_P2
42559,tcp,sv_P1
47690,icmp,sv_P1
44339,tcp,sv_P2
21569,tcp,sv_P5
33229,icmp,sv_P5
52105,icmp,sv_P5
47300,icmp,sv_P2
41635,icmp,sv_P3
54185,udp,sv_P4
5781,icmp,sv_P3
42793,icmp,sv_P5
33989,udp,sv_P1
6730,icmp,sv_P5
47017,icmp,sv_P4
12666,icmp,sv_P3
24348,udp,sv_P3
14797,tcp,sv_P1
37657,tcp,sv_P1
17709,tcp,sv_P1
59041,udp,sv_P2
39579,udp,sv_P5
26,udp,sv_P5
23061,icmp,sv_P1
1596,tcp,sv_P4
31822,udp,sv_P5
37744,icmp,sv_P5
64200,udp,sv_P2
48200,udp,sv_P3
63309,tcp,sv_P5
372,icmp,sv_P5
63062,icmp,sv_P1
60731,icmp,sv_P4
43911,udp,sv_P2
15388,tcp,sv_P4
13130,icmp,sv_P2
51267,udp,sv_P5
14180,udp,sv_P4
2890,udp,sv_P3
36634,icmp,sv_P5
39528,tcp,sv_P5
46390,icmp,sv_P3
65207,tcp,sv_P2
41271,udp,sv_P1
18085,icmp,sv_P3
20076,icmp,sv_P2
1048,icmp,sv_P2
29734,udp,sv_P3
61369,udp,sv_P4
40744,icmp,sv_P2
2696,tcp,sv_P4
38656,udp,sv_P2
48604,icmp,sv_P1
32091,tcp,sv_P4
61480,udp,sv_P1
23804,icmp,sv_P2
27391,tcp,sv_P3
43728,udp,sv_P1
11105,udp,sv_P2
36462,udp,sv_P2
53380,icmp,sv_P5
59112,tcp,sv_P2
51154,icmp,sv_P3
24401,icmp,sv_P2
35747,tcp,sv_P3
29092,udp,sv_P3
3541,icmp,sv_P1
54864,icmp,sv_P3
20165,tcp,sv_P2
21870,icmp,sv_P1
38028,udp,sv_P1
14288,icmp,sv_P3
24850,icmp,sv_P2
29210,tcp,sv_P2
35646,udp,sv_P4
45717,udp,sv_P3
16917,icmp,sv_P3
5703,udp,sv_P4
7610,icmp,sv_P1
